L1_orth,L1_L1wiktionary,L1_enwiktionary,L1_ipa,L1_en,L1_disambiguated,L1_suffix,L1_pos,L1_year,L1_macro_family,L1_family,L1_language,L1_region,L1_type,L1_loan,L1_certainty,L1_closest_wold_concept,L1_borrowability,L1_closest_wold_concept_similarity
kudarc,https://hu.wiktionary.org/wiki/kudarc#Magyar,https://en.wiktionary.org/wiki/kudarc#Hungarian,kudɒrt͡s,"abortion, beating, bust, check, discomfiture, failure, fiasco, fizzle, fuckup, kick_in_the_pants, miscarriage, repulse, set-back, setback, squib, wash-out",0,-,n,1575,IE,Germanic,German,no_info,no_info,+,uncertain,"('beating', 'beat')",0.044897959,0.917985678
kufár,https://hu.wiktionary.org/wiki/kufár#Magyar,https://en.wiktionary.org/wiki/kufár#Hungarian,kufaːr,pedlar,0,-,n,1523,IE,Germanic,German,Bavaria,no_info,+,certain,"('pedlar', 'sandfly')",0.083333333,0.533565342
kugli,https://hu.wiktionary.org/wiki/kugli#Magyar,https://en.wiktionary.org/wiki/kugli#Hungarian,kuɡli,tenpins,0,-,n,1643,IE,Germanic,German,Bavaria,no_info,+,certain,(),0,-1
kuglóf,https://hu.wiktionary.org/wiki/kuglóf#Magyar,https://en.wiktionary.org/wiki/kuglóf#Hungarian,kuɡloːf,cake,0,-,n,1835,IE,Germanic,German,Austria,no_info,+,certain,"('cake', 'bread')",0.478747204,0.820161462
kujon,https://hu.wiktionary.org/wiki/kujon#Magyar,https://en.wiktionary.org/wiki/kujon#Hungarian,kujon,Don_Juan,0,-,a,1755,no_info,no_info,no_info,no_info,internationalism, Wanderwort,"+,",(),0,-1
kujtorog,https://hu.wiktionary.org/wiki/kujtorog#Magyar,https://en.wiktionary.org/wiki/kujtorog#Hungarian,kujtoroɡ,"be_on_the_loose, bum, maroon, muck_about",0,-,n,1786,no_info,no_info,no_info,no_info,derivative,-,certain,"('maroon', 'blue')",0.239889706,0.729018688
kuka,https://hu.wiktionary.org/wiki/kuka#Magyar,https://en.wiktionary.org/wiki/kuka#Hungarian,kukɒ,"garbage can, trash can, refuse bin, dumpster",2,-,n,1958,IE,Slavic,Czech,no_info,no_info,+,certain,"('dumpster', 'stinking')",0.017928287,0.598236203
kuka,https://hu.wiktionary.org/wiki/kuka#Magyar,https://en.wiktionary.org/wiki/kuka#Hungarian,kukɒ,"close-mouthed, dumb_as_a_fish, tongue-tied, mute, dumb",1,-,n,1745,no_info,no_info,no_info,no_info,contempted origin,+,certain,"('mute', 'mute')",0.11875,0.99999994
kukac,https://hu.wiktionary.org/wiki/kukac#Magyar,https://en.wiktionary.org/wiki/kukac#Hungarian,kukɒt͡s,"maggot, mite, weenie, worm",0,-,n,1713,IE,Slavic,Croatian, Serbian,no_info,-,"+,","('worm', 'worm')",0.124309392,1
kukker,https://hu.wiktionary.org/wiki/kukker#Magyar,https://en.wiktionary.org/wiki/kukker#Hungarian,kukːɛr,kukker,0,-,n,1803,IE,Germanic,German,no_info,no_info,+,certain,(),0,-1
kukorékol,https://hu.wiktionary.org/wiki/kukorékol#Magyar,https://en.wiktionary.org/wiki/kukorékol#Hungarian,kukoreːkol,"crow, crew, crow, crowed, crew, crow",0,-,v,1585,no_info,no_info,no_info,no_info,no_info,-,certain,"('crow', 'crow')",0.141025641,1
kukorica,https://hu.wiktionary.org/wiki/kukorica#Magyar,https://en.wiktionary.org/wiki/kukorica#Hungarian,kukorit͡sɒ,"corn, maize, mealies, turkey_corn, turkey_wheat, Turkish_wheat",0,-,n,1691,no_info,no_info,no_info,no_info,internationalism, Wanderwort,"+,","('corn', 'corn')",0.391566265,1
kuksol,https://hu.wiktionary.org/wiki/kuksol#Magyar,https://en.wiktionary.org/wiki/kuksol#Hungarian,kukʃol,kuksol,0,-,n,1803,no_info,no_info,no_info,no_info,derivative,-,certain,(),0,-1
kukta,https://hu.wiktionary.org/wiki/kukta#Magyar,https://en.wiktionary.org/wiki/kukta#Hungarian,kuktɒ,slushy,0,-,n,1641,no_info,no_info,no_info,no_info,no_info,-,certain,"('slushy', 'wet')",0.0975,0.551612675
kukucskál,https://hu.wiktionary.org/wiki/kukucskál#Magyar,https://en.wiktionary.org/wiki/kukucskál#Hungarian,kukut͡ʃkaːl,"peek, peep, pry",0,-,v,1584,no_info,no_info,no_info,no_info,no_info,-,certain,"('pry', 'tongs')",0.403125,0.651360154
kulacs,https://hu.wiktionary.org/wiki/kulacs#Magyar,https://en.wiktionary.org/wiki/kulacs#Hungarian,kulɒt͡ʃ,gourd,0,-,a,1735,no_info,no_info,no_info,no_info,no_info,+,uncertain,"('gourd', 'gourd')",0.263513514,1
kulák,https://hu.wiktionary.org/wiki/kulák#Magyar,https://en.wiktionary.org/wiki/kulák#Hungarian,kulaːk,kulak,0,-,n,1926,IE,Slavic,Russian,no_info,no_info,+,certain,"('kulak', 'tinplate')",0.579166667,0.475414455
kulcs,https://hu.wiktionary.org/wiki/kulcs#Magyar,https://en.wiktionary.org/wiki/kulcs#Hungarian,kult͡ʃ,"clue, key, peg, toggle",0,-,n,1395,no_info,no_info,no_info,no_info,no_info,-,certain,"('key', 'key')",0.473469388,1
kulcsár,https://hu.wiktionary.org/wiki/kulcsár#Magyar,https://en.wiktionary.org/wiki/kulcsár#Hungarian,kult͡ʃaːr,housekeeper,0,-,n,1395,no_info,no_info,no_info,no_info,no_info,-,certain,"('housekeeper', 'prostitute')",0.348360656,0.756635547
kulcscsont,https://hu.wiktionary.org/wiki/kulcscsont#Magyar,https://en.wiktionary.org/wiki/kulcscsont#Hungarian,kult͡ʃt͡ʃont,collarbone,0,-,n,1782,IE,Germanic,German,no_info,calque, compound,"+,","('collarbone', 'collarbone')",0.1625,1
kulcsol,https://hu.wiktionary.org/wiki/kulcsol#Magyar,https://en.wiktionary.org/wiki/kulcsol#Hungarian,kult͡ʃol,keyers,0,-,n,1372,IE,Slavic,Slovak,no_info,no_info,+,uncertain,(),0,-1
küld,https://hu.wiktionary.org/wiki/küld#Magyar,https://en.wiktionary.org/wiki/küld#Hungarian,kyld,"address, direct, expedite, remit, send, sent",0,-,v,1372,no_info,no_info,no_info,no_info,derivative,-,certain,"('address', 'address')",0.690340909,1
külföld,https://hu.wiktionary.org/wiki/külföld#Magyar,https://en.wiktionary.org/wiki/külföld#Hungarian,kylføld,Rest_of_the_world,0,-,n,1585,no_info,no_info,no_info,no_info,no_info,-,certain,(),0,-1
kuli,https://hu.wiktionary.org/wiki/kuli#Magyar,https://en.wiktionary.org/wiki/kuli#Hungarian,kuli,"coolie, hack",0,-,n,1852,no_info,no_info,no_info,no_info,internationalism,+,certain,"('hack', 'scissors')",0.478346457,0.538961649
kulimász,https://hu.wiktionary.org/wiki/kulimász#Magyar,https://en.wiktionary.org/wiki/kulimász#Hungarian,kulimaːs,cart grease,0,-,n,1564,no_info,no_info,no_info,no_info,no_info,-,certain,(),0,-1
kulináris,https://hu.wiktionary.org/wiki/kulináris#Magyar,https://en.wiktionary.org/wiki/kulináris#Hungarian,kulinaːriʃ,culinary,0,-,a,1788,IE,Romance,Latin,no_info,general,+,certain,"('culinary', 'wine')",0.73940678,0.629238367
kulipintyó,https://hu.wiktionary.org/wiki/kulipintyó#Magyar,https://en.wiktionary.org/wiki/kulipintyó#Hungarian,kulipincoː,hovel,0,-,n,1875,no_info,no_info,no_info,no_info,no_info,-,certain,"('hovel', 'stinking')",0.017928287,0.537914217
kulissza,https://hu.wiktionary.org/wiki/kulissza#Magyar,https://en.wiktionary.org/wiki/kulissza#Hungarian,kulisːɒ,"rocker, sector",0,-,n,1793,no_info,no_info,no_info,no_info,internationalism,+,certain,"('sector', 'market')",0.674698795,0.817125142
kullancs,https://hu.wiktionary.org/wiki/kullancs#Magyar,https://en.wiktionary.org/wiki/kullancs#Hungarian,kulːɒnt͡ʃ,tick,0,-,n,1615,unknown,unknown,unknown,unknown,unknown,+,certain,"('tick', 'tick')",0.151515152,1
küllem,https://hu.wiktionary.org/wiki/küllem#Magyar,https://en.wiktionary.org/wiki/küllem#Hungarian,kylːɛm,appearance,0,-,n,1846,no_info,no_info,no_info,no_info,neologism,-,certain,"('appearance', 'show')",0.06122449,0.750359535
küllő,https://hu.wiktionary.org/wiki/küllő#Magyar,https://en.wiktionary.org/wiki/küllő#Hungarian,kylːøː,"spoke, gudgeon",2,-,n,1405,no_info,no_info,no_info,no_info,no_info,-,certain,"('spoke', 'speak')",0.092537313,0.784464777
küllő,https://hu.wiktionary.org/wiki/küllő#Magyar,https://en.wiktionary.org/wiki/küllő#Hungarian,kylːøː,woodpecker,1,-,n,1395,Turkic,no_info,no_info,no_info,no_info,+,uncertain,"('woodpecker', 'rabbit')",0.442622951,0.615051031
kullog,https://hu.wiktionary.org/wiki/kullog#Magyar,https://en.wiktionary.org/wiki/kullog#Hungarian,kulːoɡ,lagging,0,-,v,1518,no_info,no_info,no_info,no_info,derivative,-,certain,"('lagging', 'weak')",0.171506352,0.581187487
külön,https://hu.wiktionary.org/wiki/külön#Magyar,https://en.wiktionary.org/wiki/külön#Hungarian,kyløn,"apart, extra, plus, separate, single, specially",0,-,a,1372,no_info,no_info,no_info,no_info,fossilised suffixed form,-,certain,"('separate', 'separate')",0.17976736,1
különb,https://hu.wiktionary.org/wiki/különb#Magyar,https://en.wiktionary.org/wiki/különb#Hungarian,kylønb,better,0,-,a,1372,no_info,no_info,no_info,no_info,fossilised suffixed form,-,certain,"('better', 'good')",0.107212476,0.928439081
különben,https://hu.wiktionary.org/wiki/különben#Magyar,https://en.wiktionary.org/wiki/különben#Hungarian,kylønbɛn,"else, failing_which, or_else, otherwise",0,-,r,1474,no_info,no_info,no_info,no_info,fossilised suffixed form,-,certain,"('else', 'know')",0.066693614,0.950263917
különc,https://hu.wiktionary.org/wiki/különc#Magyar,https://en.wiktionary.org/wiki/különc#Hungarian,kylønt͡s,"clog, crank, dorky, eccentric, freakish, libertine, oddball, singular_man, singularist",0,-,a,1798,no_info,no_info,no_info,no_info,neologism,-,certain,"('crank', 'screw')",0.746621622,0.749898374
külső,https://hu.wiktionary.org/wiki/külső#Magyar,https://en.wiktionary.org/wiki/külső#Hungarian,kylʃøː,"aerial, exterior, external, extraneous, facade, getting_up, husk, look, outdoor, outer, outside, outward, peripheral, surface",0,-,a,1372,no_info,no_info,no_info,no_info,derivative,-,certain,"('look', 'look')",0.094915254,1
kultúra,https://hu.wiktionary.org/wiki/kultúra#Magyar,https://en.wiktionary.org/wiki/kultúra#Hungarian,kultuːrɒ,"civilization, culture",0,-,n,1700,IE,Romance,Latin,no_info,general,+,certain,"('culture', 'religion')",0.646666667,0.773298025
kultusz,https://hu.wiktionary.org/wiki/kultusz#Magyar,https://en.wiktionary.org/wiki/kultusz#Hungarian,kultus,cult,0,-,n,1693,IE,Romance,Latin,no_info,general,+,certain,"('cult', 'ring')",0.224137931,0.559371829
külvilág,https://hu.wiktionary.org/wiki/külvilág#Magyar,https://en.wiktionary.org/wiki/külvilág#Hungarian,kylvilaːɡ,outside_world,0,-,n,1794,IE,Germanic,German,no_info,calque, compound,"+,",(),0,-1
kumisz,https://hu.wiktionary.org/wiki/kumisz#Magyar,https://en.wiktionary.org/wiki/kumisz#Hungarian,kumis,koumiss,0,-,n,1851,no_info,no_info,no_info,no_info,internationalism,+,certain,(),0,-1
kun,https://hu.wiktionary.org/wiki/kun#Magyar,https://en.wiktionary.org/wiki/kun#Hungarian,kun,Cuman (member of a nomadic Turkic people of central Asia),0,-,r,1527,Turkic,Oghur,Chuvash,no_info,no_info,+,certain,(),0,-1
kuncog,https://hu.wiktionary.org/wiki/kuncog#Magyar,https://en.wiktionary.org/wiki/kuncog#Hungarian,kunt͡soɡ,"chortle, chuckle, giggle, give_a_chuckle, laugh_oneself, snicker, snigger, tee-hee, titter",0,-,v,1767,no_info,no_info,no_info,no_info,no_info,-,certain,"('chuckle', 'laugh')",0.058139535,0.814940691
kuncsaft,https://hu.wiktionary.org/wiki/kuncsaft#Magyar,https://en.wiktionary.org/wiki/kuncsaft#Hungarian,kunt͡ʃɒft,patron,0,-,n,1798,IE,Germanic,German,no_info,no_info,+,certain,"('patron', 'noble')",0.378151261,0.652360678
kuncsorog,https://hu.wiktionary.org/wiki/kuncsorog#Magyar,https://en.wiktionary.org/wiki/kuncsorog#Hungarian,kunt͡ʃoroɡ,kuncsorog,0,-,v,1791,no_info,no_info,no_info,no_info,derivative,-,certain,(),0,-1
kündü,https://hu.wiktionary.org/wiki/kende#Magyar,https://en.wiktionary.org/wiki/kende#Hungarian,kɛndɛ,"kende, king, chieftain, judge, warlord, military_leader, religious_leader, sacral_prince",0,-,n,930,Turkic,no_info,no_info,no_info,general,+,certain,"('king', 'king')",0.529069767,1
kunhalom,https://hu.wiktionary.org/wiki/kunhalom#Magyar,https://en.wiktionary.org/wiki/kunhalom#Hungarian,kunhɒlom,tumuli,0,-,n,1836,no_info,no_info,no_info,no_info,no_info,-,certain,"('tumuli', 'cave')",0.195054945,0.48231867
kunkorodik,https://hu.wiktionary.org/wiki/kunkorodik#Magyar,https://en.wiktionary.org/wiki/kunkorodik#Hungarian,kunkorodik,frizzle,0,-,v,1787,no_info,no_info,no_info,no_info,derivative,-,certain,"('frizzle', 'spade')",0.498626374,0.471211791
kunszt,https://hu.wiktionary.org/wiki/kunszt#Magyar,https://en.wiktionary.org/wiki/kunszt#Hungarian,kunst,stunt,0,-,n,1644,IE,Germanic,German,no_info,no_info,+,certain,"('stunt', 'show')",0.06122449,0.590346873
kunyerál,https://hu.wiktionary.org/wiki/kunyerál#Magyar,https://en.wiktionary.org/wiki/kunyerál#Hungarian,kuɲɛraːl,ponce,0,-,v,1589,no_info,no_info,no_info,no_info,derivative,-,certain,"('ponce', 'lasso')",0.511363636,0.445656717
kunyhó,https://hu.wiktionary.org/wiki/kunyhó#Magyar,https://en.wiktionary.org/wiki/kunyhó#Hungarian,kuɲhoː,"hootch, hovel, hut, lodge, shack, shanty, shebang",0,-,n,1565,IE,Slavic,Croatian, Serbian,no_info,-,"+,?","('hut', 'hut')",0.393907563,1
kúp,https://hu.wiktionary.org/wiki/kúp#Magyar,https://en.wiktionary.org/wiki/kúp#Hungarian,kuːp,"cone, suppository",0,-,n,1713,IE,Slavic,Slovenian,no_info,no_info,+,uncertain,"('cone', 'cone')",0.222222222,1
kupa,https://hu.wiktionary.org/wiki/kupa#Magyar,https://en.wiktionary.org/wiki/kupa#Hungarian,kupɒ,"bowl, chalice, cup, plate, pot",0,-,n,1395,IE,Romance,Italian,mostly North-Italian,no_info,+,certain,"('plate', 'plate')",0.538551402,1.000000119
kupac,https://hu.wiktionary.org/wiki/kupac#Magyar,https://en.wiktionary.org/wiki/kupac#Hungarian,kupɒt͡s,"cop, mound",0,-,n,1791,IE,Slavic,Croatian, Serbian,no_info,-,"+,","('mound', 'cone')",0.222222222,0.781168997
kupak,https://hu.wiktionary.org/wiki/kupak#Magyar,https://en.wiktionary.org/wiki/kupak#Hungarian,kupɒk,"bottle_cap, bottle_top, cap, dome, lid",0,-,n,1774,no_info,no_info,no_info,no_info,derivative,-,uncertain,"('cap', 'cap')",0.492307692,0.99999994
kupaktanács,https://hu.wiktionary.org/wiki/kupaktanács#Magyar,https://en.wiktionary.org/wiki/kupaktanács#Hungarian,kupɒktɒnaːt͡ʃ,cap_council,0,-,n,1805,no_info,no_info,no_info,no_info,no_info,-,certain,(),0,-1
kupé,https://hu.wiktionary.org/wiki/kupé#Magyar,https://en.wiktionary.org/wiki/kupé#Hungarian,kupeː,coupe,0,-,v,1831,no_info,no_info,no_info,no_info,internationalism,+,certain,"('coupe', 'wagon')",0.66792202,0.610714257
kupec,https://hu.wiktionary.org/wiki/kupec#Magyar,https://en.wiktionary.org/wiki/kupec#Hungarian,kupɛt͡s,kupec,0,-,n,1632,no_info,no_info,no_info,no_info,no_info,-,certain,(),0,-1
kupica,https://hu.wiktionary.org/wiki/kupica#Magyar,https://en.wiktionary.org/wiki/kupica#Hungarian,kupit͡sɒ,"shot_glass, whisky_tot",0,-,n,1725,IE,Slavic,Croatian, Serbian,no_info,-,"+,",(),0,-1
kuplé,https://hu.wiktionary.org/wiki/kuplé#Magyar,https://en.wiktionary.org/wiki/kuplé#Hungarian,kupleː,couplet,0,-,n,1824,IE,Romance,Italian,mostly North-Italian,no_info,+,certain,"('couplet', 'knot')",0.105555556,0.479299754
kupleráj,https://hu.wiktionary.org/wiki/kupleráj#Magyar,https://en.wiktionary.org/wiki/kupleráj#Hungarian,kuplɛraːj,"bawdy-house, hell-hole, muck, whorehouse",0,-,n,1896,IE,Germanic,German,no_info,no_info,+,certain,"('muck', 'stinking')",0.017928287,0.708809793
kuplung,https://hu.wiktionary.org/wiki/kuplung#Magyar,https://en.wiktionary.org/wiki/kuplung#Hungarian,kuplunɡ,"clutch, coupling",0,-,n,1939,IE,Germanic,German,no_info,no_info,+,certain,"('clutch', 'scissors')",0.478346457,0.653833628
kupola,https://hu.wiktionary.org/wiki/kupola#Magyar,https://en.wiktionary.org/wiki/kupola#Hungarian,kupolɒ,"bell, cupola, dome",0,-,n,1802,no_info,no_info,no_info,no_info,internationalism,+,certain,"('dome', 'tower')",0.5,0.741534352
kuporgat,https://hu.wiktionary.org/wiki/kuporgat#Magyar,https://en.wiktionary.org/wiki/kuporgat#Hungarian,kuporɡɒt,crouched,0,-,n,1804,no_info,no_info,no_info,no_info,derivative,-,certain,"('crouched', 'beside')",0.070850202,0.568034232
kuporodik,https://hu.wiktionary.org/wiki/kuporodik#Magyar,https://en.wiktionary.org/wiki/kuporodik#Hungarian,kuporodik,kuporodik,0,-,v,1655,no_info,no_info,no_info,no_info,derivative,-,certain,(),0,-1
kurafi,https://hu.wiktionary.org/wiki/kurafi#Magyar,https://en.wiktionary.org/wiki/kurafi#Hungarian,kurɒfi,whoreson,0,-,a,1488,no_info,no_info,no_info,no_info,no_info,-,certain,(),0,-1
kúrál,https://hu.wiktionary.org/wiki/kúrál#Magyar,https://en.wiktionary.org/wiki/kúrál#Hungarian,kuːraːl,"physic, physicked",0,-,n,1550,IE,Romance,Latin,no_info,general,+,certain,"('physic', 'gourd')",0.263513514,0.583654344
kurátor,https://hu.wiktionary.org/wiki/kurátor#Magyar,https://en.wiktionary.org/wiki/kurátor#Hungarian,kuraːtor,"curator, trustee",0,-,n,1602,IE,Romance,Latin,no_info,general,+,certain,"('curator', 'sculptor')",0.21875,0.6171785
kurázsi,https://hu.wiktionary.org/wiki/kurázsi#Magyar,https://en.wiktionary.org/wiki/kurázsi#Hungarian,kuraːʒi,guts,0,-,n,1663,IE,Germanic,German,no_info,no_info,+,certain,"('guts', 'guts')",0.165,1
kurbli,https://hu.wiktionary.org/wiki/kurbli#Magyar,https://en.wiktionary.org/wiki/kurbli#Hungarian,kurbli,crank,0,-,n,1917,IE,Germanic,German,no_info,no_info,+,certain,"('crank', 'screw')",0.746621622,0.749898374
kurd,https://hu.wiktionary.org/wiki/kurd#Magyar,https://en.wiktionary.org/wiki/kurd#Hungarian,kurd,Kurdish,0,-,a,1637,Turkic,Oghuz,Ottoman-Turkic,no_info,no_info,+,certain,(),0,-1
kúria,https://hu.wiktionary.org/wiki/kúria#Magyar,https://en.wiktionary.org/wiki/kúria#Hungarian,kuːriɒ,hall,0,-,n,1559,IE,Romance,Latin,no_info,general,+,certain,"('hall', 'hill')",0.173913043,0.702998281
kurjongat,https://hu.wiktionary.org/wiki/kurjongat#Magyar,https://en.wiktionary.org/wiki/kurjongat#Hungarian,kurjonɡɒt,halloo,0,-,n,1568,no_info,no_info,no_info,no_info,no_info,-,certain,(),0,-1
kurkász,https://hu.wiktionary.org/wiki/kurkász#Magyar,https://en.wiktionary.org/wiki/kurkász#Hungarian,kurkaːs,grooming,0,-,n,1730,no_info,no_info,no_info,no_info,derivative,-,certain,"('grooming', 'dandruff')",0.2625,0.521629035
kurkuma,https://hu.wiktionary.org/wiki/kurkuma#Magyar,https://en.wiktionary.org/wiki/kurkuma#Hungarian,kurkumɒ,curcuma,0,-,n,1550,no_info,no_info,no_info,no_info,internationalism, Wanderwort,"+,","('curcuma', 'awl')",0.278688525,0.456689805
kurrentál,https://hu.wiktionary.org/wiki/kurrentál#Magyar,https://en.wiktionary.org/wiki/kurrentál#Hungarian,kurːɛntaːl,kurrentál,0,-,n,1724,IE,Romance,Latin,no_info,domestic,+,certain,(),0,-1
kurrog,https://hu.wiktionary.org/wiki/kurrog#Magyar,https://en.wiktionary.org/wiki/kurrog#Hungarian,kurːoɡ,growl,0,-,v,1585,no_info,no_info,no_info,no_info,no_info,-,certain,"('growl', 'shriek')",0.184397163,0.758606553
kürt,https://hu.wiktionary.org/wiki/kürt#Magyar,https://en.wiktionary.org/wiki/kürt#Hungarian,kyrt,"bugle, French_horn, hooter, horn, tooter",0,-,n,1405,unknown,unknown,unknown,unknown,unknown,+,certain,"('horn', 'horn')",0.468379447,1
kurta,https://hu.wiktionary.org/wiki/kurta#Magyar,https://en.wiktionary.org/wiki/kurta#Hungarian,kurtɒ,"brief, curt, cutty, short",0,-,a,1227,IE,Romance,Latin,no_info,general,+,certain,"('short', 'short')",0.098958333,1
kurtizán,https://hu.wiktionary.org/wiki/kurtizán#Magyar,https://en.wiktionary.org/wiki/kurtizán#Hungarian,kurtizaːn,courtesan,0,-,n,1628,IE,Romance,Italian,mostly North-Italian,no_info,+,certain,"('courtesan', 'beggar')",0.207198444,0.706290245
kürtő,https://hu.wiktionary.org/wiki/kürtő#Magyar,https://en.wiktionary.org/wiki/kürtő#Hungarian,kyrtøː,"duct, flue, slot, stack, tunnel, vent",0,-,n,1395,no_info,no_info,no_info,no_info,derivative,-,certain,"('tunnel', 'bridge')",0.417159763,0.816351712
kürtőskalács,https://hu.wiktionary.org/wiki/kürtőskalács#Magyar,https://en.wiktionary.org/wiki/kürtőskalács#Hungarian,kyrtøːʃkɒlaːt͡ʃ,A Hungarian pastry. Popular in fairs and festivals throughout Hungary. It is constructed by wrapping a stripe of dough on a specialized rolling pin which doubles as a spit. It is then glazed and baked by rotating over heat source until the glaze becomes caramelized.,0,-,n,1787,no_info,no_info,no_info,no_info,no_info,-,certain,(),0,-1
