L2_orth,L2_link,L2_latin,L2_ipa,L2_en,L2_pos,L2_in
𐌽𐌰𐌿𐌳𐌹𐌱𐌰𐌽𐌳𐌹,https://en.wiktionary.org/wiki/𐌽𐌰𐌿𐌳𐌹𐌱𐌰𐌽𐌳𐌹#Gothic,naudibandi,nɔðɪβandɪ,"shackle, manacle, chain, fetter",n,nɔðɪβandɪ
𐌽𐌰𐌿𐌳𐌹𐌸𐌰𐌿𐍂𐍆𐍄𐍃,https://en.wiktionary.org/wiki/𐌽𐌰𐌿𐌳𐌹𐌸𐌰𐌿𐍂𐍆𐍄𐍃#Gothic,naudiþaurfts,nɔðɪθɔrɸts,"necessity, need",n,nɔðɪθɔrɸts
𐌽𐌰𐌿𐌴𐌻,https://en.wiktionary.org/wiki/𐌽𐌰𐌿𐌴𐌻#Gothic,nauēl,nɔel,"Noah, , Biblical_character",n,nɔel
𐌽𐌰𐌿𐌸𐍃,https://en.wiktionary.org/wiki/𐌽𐌰𐌿𐌸𐍃#Gothic,nauþs,nɔθs,"need, compulsion, duress",n,nɔθs
𐌽𐌰𐌿𐍃,https://en.wiktionary.org/wiki/𐌽𐌰𐌿𐍃#Gothic,naus,nɔs,"dead_person, corpse, cadaver",n,nɔs
𐌽𐌰𐍂𐌳𐌿𐍃,https://en.wiktionary.org/wiki/𐌽𐌰𐍂𐌳𐌿𐍃#Gothic,nardus,nardus,nard,n,nardus
𐌽𐌰𐍃𐌴𐌹𐌽𐍃,https://en.wiktionary.org/wiki/𐌽𐌰𐍃𐌴𐌹𐌽𐍃#Gothic,nasēins,naseɪns,salvation,n,naseɪns
𐌽𐌰𐍃𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌽𐌰𐍃𐌾𐌰𐌽#Gothic,nasjan,nasjan,save,v,nasj
𐌽𐌰𐍃𐌾𐌰𐌽𐌳𐍃,https://en.wiktionary.org/wiki/𐌽𐌰𐍃𐌾𐌰𐌽𐌳𐍃#Gothic,nasjands,nasjands,,r,nasjands
𐌽𐌰𐍄𐌹,https://en.wiktionary.org/wiki/𐌽𐌰𐍄𐌹#Gothic,nati,natɪ,net,n,natɪ
𐌽𐌰𐍄𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌽𐌰𐍄𐌾𐌰𐌽#Gothic,natjan,natjan,make_wet,v,natj
-𐌽𐌳𐍃,https://en.wiktionary.org/wiki/-𐌽𐌳𐍃#Gothic,-nds,nds,,r,nds
𐌽𐌴,https://en.wiktionary.org/wiki/𐌽𐌴#Gothic,nē,ne,,r,ne
𐌽𐌴𐌸𐌻𐌰,https://en.wiktionary.org/wiki/𐌽𐌴𐌸𐌻𐌰#Gothic,nēþla,neθla,sewing_needle,n,neθla
𐌽𐌴𐌹,https://en.wiktionary.org/wiki/𐌽𐌴𐌹#Gothic,nēi,neɪ,not_at_all,r,neɪ
𐌽𐌴𐌹𐌸,https://en.wiktionary.org/wiki/𐌽𐌴𐌹𐌸#Gothic,nēiþ,neɪθ,"hate, envy, malice",n,neɪθ
𐌽𐌴𐌺𐌰𐌿𐌳𐌴𐌼𐌿𐍃,https://en.wiktionary.org/wiki/𐌽𐌴𐌺𐌰𐌿𐌳𐌴𐌼𐌿𐍃#Gothic,nēkaudēmus,nekɔðemus,,r,nekɔðemus
𐌽𐌴𐍈,https://en.wiktionary.org/wiki/𐌽𐌴𐍈#Gothic,nēƕ,nehʷ,"near, close",r,nehʷ
𐌽𐌴𐍈𐌰,https://en.wiktionary.org/wiki/𐌽𐌴𐍈𐌰#Gothic,nēƕa,nehʷa,"close_to, near",r,nehʷa
𐌽𐌴𐍈𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌽𐌴𐍈𐌾𐌰𐌽#Gothic,nēƕjan,nehʷjan,approach,v,nehʷj
𐌽𐌴𐍈𐌿𐌽𐌳𐌾𐌰,https://en.wiktionary.org/wiki/𐌽𐌴𐍈𐌿𐌽𐌳𐌾𐌰#Gothic,nēƕundja,nehʷundja,neighbour,n,nehʷundja
𐌽𐌹,https://en.wiktionary.org/wiki/𐌽𐌹#Gothic,ni,nɪ,,r,nɪ
𐌽𐌹𐌳𐍅𐌰,https://en.wiktionary.org/wiki/𐌽𐌹𐌳𐍅𐌰#Gothic,nidwa,nɪðwa,"rust, corrosion",n,nɪðwa
𐌽𐌹𐌸𐌾𐌹𐍃,https://en.wiktionary.org/wiki/𐌽𐌹𐌸𐌾𐌹𐍃#Gothic,niþjis,nɪθjɪs,kinsman,n,nɪθjɪs
𐌽𐌹𐌸𐌾𐍉,https://en.wiktionary.org/wiki/𐌽𐌹𐌸𐌾𐍉#Gothic,niþjō,nɪθjo,", kinswoman",n,nɪθjo
𐌽𐌹𐌺𐌰𐌿𐌳𐌴𐌼𐌿𐍃,https://en.wiktionary.org/wiki/𐌽𐌹𐌺𐌰𐌿𐌳𐌴𐌼𐌿𐍃#Gothic,nikaudēmus,nɪkɔðemus,"Nicodemus, , Pharisee_in_, New_Testament",n,nɪkɔðemus
𐌽𐌹𐌼𐌰𐌽,https://en.wiktionary.org/wiki/𐌽𐌹𐌼𐌰𐌽#Gothic,niman,nɪman,"take, accept, receive, assume",v,nɪm
𐌽𐌹𐌿𐌷𐍃𐌴𐌹𐌽𐍃,https://en.wiktionary.org/wiki/𐌽𐌹𐌿𐌷𐍃𐌴𐌹𐌽𐍃#Gothic,niuhsēins,nɪuhseɪns,"visitation, inspection",n,nɪuhseɪns
𐌽𐌹𐌿𐌽,https://en.wiktionary.org/wiki/𐌽𐌹𐌿𐌽#Gothic,niun,nɪun,nine,r,nɪun
𐌽𐌹𐌿𐌽 𐌷𐌿𐌽𐌳𐌰,https://en.wiktionary.org/wiki/𐌽𐌹𐌿𐌽 𐌷𐌿𐌽𐌳𐌰#Gothic,niun hunda,nɪunhunda,nine_hundred,n,nɪunhunda
𐌽𐌹𐌿𐌽𐌳𐌰,https://en.wiktionary.org/wiki/𐌽𐌹𐌿𐌽𐌳𐌰#Gothic,niunda,nɪunda,", ninth",a,nɪunda
𐌽𐌹𐌿𐌽𐍄𐌴𐌷𐌿𐌽𐌳,https://en.wiktionary.org/wiki/𐌽𐌹𐌿𐌽𐍄𐌴𐌷𐌿𐌽𐌳#Gothic,niuntēhund,nɪuntehund,ninety,n,nɪuntehund
𐌽𐌹𐌿𐌽𐍄𐌴𐌷𐌿𐌽𐌳 𐌾𐌰𐌷 𐌽𐌹𐌿𐌽,https://en.wiktionary.org/wiki/𐌽𐌹𐌿𐌽𐍄𐌴𐌷𐌿𐌽𐌳 𐌾𐌰𐌷 𐌽𐌹𐌿𐌽#Gothic,niuntēhund jah niun,nɪuntehundjahnɪun,ninety_nine,r,nɪuntehundjahnɪun
𐌽𐌹𐌿𐌾𐌹𐌸𐌰,https://en.wiktionary.org/wiki/𐌽𐌹𐌿𐌾𐌹𐌸𐌰#Gothic,niujiþa,nɪujɪθa,newness,n,nɪujɪθa
𐌽𐌹𐌿𐌾𐌹𐍃,https://en.wiktionary.org/wiki/𐌽𐌹𐌿𐌾𐌹𐍃#Gothic,niujis,nɪujɪs,new,a,nɪujɪs
𐌽𐌹𐌿𐍄𐌰𐌽,https://en.wiktionary.org/wiki/𐌽𐌹𐌿𐍄𐌰𐌽#Gothic,niutan,nɪutan,"reach, obtain",v,nɪut
𐌽𐌿,https://en.wiktionary.org/wiki/𐌽𐌿#Gothic,nu,nu,now,r,nu
𐌽𐌿𐌽𐌿,https://en.wiktionary.org/wiki/𐌽𐌿𐌽𐌿#Gothic,nunu,nunu,"now_then, therefore, consequently",r,nunu
𐌽𐌿𐍄𐌰,https://en.wiktionary.org/wiki/𐌽𐌿𐍄𐌰#Gothic,nuta,nuta,one_who_catches;,n,nuta
𐌽𐍉𐍄𐌰,https://en.wiktionary.org/wiki/𐌽𐍉𐍄𐌰#Gothic,nōta,nota,"stern, poop",n,nota
𐌾,https://en.wiktionary.org/wiki/𐌾#Gothic,j,j,"The_fifteenth_letter_of_, Gothic_alphabet, representing_/j/, with_, numerical_value_of_60.",r,j
-𐌾𐌰,https://en.wiktionary.org/wiki/-𐌾𐌰#Gothic,-ja,ja,,r,ja
𐌾𐌰,https://en.wiktionary.org/wiki/𐌾𐌰#Gothic,ja,ja,,r,ja
𐌾𐌰𐌱𐌰𐌹,https://en.wiktionary.org/wiki/𐌾𐌰𐌱𐌰𐌹#Gothic,jabai,jaβɛ,if,r,jaβɛ
𐌾𐌰𐌷,https://en.wiktionary.org/wiki/𐌾𐌰𐌷#Gothic,jah,jah,and,r,jah
𐌾𐌰𐌹,https://en.wiktionary.org/wiki/𐌾𐌰𐌹#Gothic,jai,jɛ,,r,jɛ
𐌾𐌰𐌹𐌽𐌰𐍂,https://en.wiktionary.org/wiki/𐌾𐌰𐌹𐌽𐌰𐍂#Gothic,jainar,jɛnar,"over_there, yonder",r,jɛnar
𐌾𐌰𐌹𐌽𐌳,https://en.wiktionary.org/wiki/𐌾𐌰𐌹𐌽𐌳#Gothic,jaind,jɛnd,"thither, there",r,jɛnd
𐌾𐌰𐌹𐌽𐌳𐍂𐌴,https://en.wiktionary.org/wiki/𐌾𐌰𐌹𐌽𐌳𐍂𐌴#Gothic,jaindrē,jɛndre,"thither, there",r,jɛndre
𐌾𐌰𐌹𐌽𐌳𐍅𐌰𐌹𐍂𐌸𐍃,https://en.wiktionary.org/wiki/𐌾𐌰𐌹𐌽𐌳𐍅𐌰𐌹𐍂𐌸𐍃#Gothic,jaindwairþs,jɛndwɛrθs,"thither_turned, turned_towards_that_place, thitherward",a,jɛndwɛrθs
𐌾𐌰𐌹𐌽𐌸𐍂𐍉,https://en.wiktionary.org/wiki/𐌾𐌰𐌹𐌽𐌸𐍂𐍉#Gothic,jainþrō,jɛnθro,from_there,r,jɛnθro
𐌾𐌰𐌹𐌽𐍃,https://en.wiktionary.org/wiki/𐌾𐌰𐌹𐌽𐍃#Gothic,jains,jɛns,"that_over_there, yon",r,jɛns
-𐌾𐌰𐌽,https://en.wiktionary.org/wiki/-𐌾𐌰𐌽#Gothic,-jan,jan,,r,jan
𐌾𐌴𐍂,https://en.wiktionary.org/wiki/𐌾𐌴𐍂#Gothic,jēr,jer,year,n,jer
𐌾𐌹𐌿𐌺𐌰,https://en.wiktionary.org/wiki/𐌾𐌹𐌿𐌺𐌰#Gothic,jiuka,jɪuka,wrath,n,jɪuka
𐌾𐌹𐌿𐌺𐌰𐌽,https://en.wiktionary.org/wiki/𐌾𐌹𐌿𐌺𐌰𐌽#Gothic,jiukan,jɪukan,"fight, quarrel, argue",v,jɪuk
𐌾𐌹𐌿𐌻𐌴𐌹𐍃,https://en.wiktionary.org/wiki/𐌾𐌹𐌿𐌻𐌴𐌹𐍃#Gothic,jiulēis,jɪuleɪs,"""Yulemonth""",n,jɪuleɪs
𐌾𐌿,https://en.wiktionary.org/wiki/𐌾𐌿#Gothic,ju,ju,"already, yet",r,ju
𐌾𐌿𐌲𐌲𐌰𐌻𐌰𐌿𐌸𐍃,https://en.wiktionary.org/wiki/𐌾𐌿𐌲𐌲𐌰𐌻𐌰𐌿𐌸𐍃#Gothic,juggalauþs,juŋɡalɔθs,young_man,n,juŋɡalɔθs
𐌾𐌿𐌲𐌲𐍃,https://en.wiktionary.org/wiki/𐌾𐌿𐌲𐌲𐍃#Gothic,juggs,juŋɡs,young,a,juŋɡs
𐌾𐌿𐌳𐌰𐌹𐌿𐍃,https://en.wiktionary.org/wiki/𐌾𐌿𐌳𐌰𐌹𐌿𐍃#Gothic,judaius,juðɛus,Alternative_spelling_of_𐌹𐌿𐌳𐌰𐌹𐌿𐍃,n,juðɛus
𐌾𐌿𐌳𐌰𐌹𐍅𐌹𐍃𐌺𐍃,https://en.wiktionary.org/wiki/𐌾𐌿𐌳𐌰𐌹𐍅𐌹𐍃𐌺𐍃#Gothic,judaiwisks,juðɛwɪsks,Jewish,a,juðɛwɪsks
𐌾𐌿𐌺,https://en.wiktionary.org/wiki/𐌾𐌿𐌺#Gothic,juk,juk,yoke,n,juk
𐌾𐌿𐌺𐌿𐌶𐌹,https://en.wiktionary.org/wiki/𐌾𐌿𐌺𐌿𐌶𐌹#Gothic,jukuzi,jukuzɪ,yoke,n,jukuzɪ
𐌾𐌿𐌽𐌳𐌰,https://en.wiktionary.org/wiki/𐌾𐌿𐌽𐌳𐌰#Gothic,junda,junda,youth,n,junda
𐌾𐌿𐍃,https://en.wiktionary.org/wiki/𐌾𐌿𐍃#Gothic,jus,jus,you,r,jus
𐌾𐌿𐍄,https://en.wiktionary.org/wiki/𐌾𐌿𐍄#Gothic,jut,jut,you_two,n,jut
𐌾𐍉𐍄𐌰,https://en.wiktionary.org/wiki/𐌾𐍉𐍄𐌰#Gothic,jōta,jota,"iota, jot",n,jota
-𐌿,https://en.wiktionary.org/wiki/-𐌿#Gothic,-u,u,,r,u
𐌿,https://en.wiktionary.org/wiki/𐌿#Gothic,u,u,"The_sixteenth_letter_of_, Gothic_alphabet, representing_/u/, with_, numerical_value_of_70.",r,u
𐌿𐌱𐌹𐌶𐍅𐌰,https://en.wiktionary.org/wiki/𐌿𐌱𐌹𐌶𐍅𐌰#Gothic,ubizwa,uβɪzwa,"porch, portico",n,uβɪzwa
𐌿𐌱𐌹𐌻𐌰𐌱𐌰,https://en.wiktionary.org/wiki/𐌿𐌱𐌹𐌻𐌰𐌱𐌰#Gothic,ubilaba,uβɪlaβa,"badly, evilly",r,uβɪlaβa
𐌿𐌱𐌹𐌻𐍃,https://en.wiktionary.org/wiki/𐌿𐌱𐌹𐌻𐍃#Gothic,ubils,uβɪls,"bad, evil",a,uβɪls
𐌿𐌱𐌹𐌻𐍅𐌰𐌿𐍂𐌳𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌿𐌱𐌹𐌻𐍅𐌰𐌿𐍂𐌳𐌾𐌰𐌽#Gothic,ubilwaurdjan,uβɪlwɔrdjan,"speak_evil, malign",v,uβɪlwɔrdj
𐌿𐌱𐌹𐌻𐍅𐌰𐌿𐍂𐌳𐍃,https://en.wiktionary.org/wiki/𐌿𐌱𐌹𐌻𐍅𐌰𐌿𐍂𐌳𐍃#Gothic,ubilwaurds,uβɪlwɔrds,"abusive, maligning, railing, speaking_ill",a,uβɪlwɔrds
-𐌿𐌱𐌽𐌹,https://en.wiktionary.org/wiki/-𐌿𐌱𐌽𐌹#Gothic,-ubni,uβnɪ,,r,uβnɪ
𐌿𐌲𐌺𐌰𐍂,https://en.wiktionary.org/wiki/𐌿𐌲𐌺𐌰𐍂#Gothic,ugkar,uŋkar,"of_us_two, our",r,uŋkar
-𐌿𐌲𐍃,https://en.wiktionary.org/wiki/-𐌿𐌲𐍃#Gothic,-ugs,uɣs,,r,uɣs
𐌿𐌶𐌴𐍄𐌰,https://en.wiktionary.org/wiki/𐌿𐌶𐌴𐍄𐌰#Gothic,uzēta,uzeta,manger,n,uzeta
-𐌿𐌷,https://en.wiktionary.org/wiki/-𐌿𐌷#Gothic,-uh,uh,and,r,uh
𐌿𐌷𐍄𐌴𐌹𐌲𐍃,https://en.wiktionary.org/wiki/𐌿𐌷𐍄𐌴𐌹𐌲𐍃#Gothic,uhtēigs,uhteɪɣs,at_leisure,a,uhteɪɣs
𐌿𐌷𐍄𐌴𐌹𐌲𐍉,https://en.wiktionary.org/wiki/𐌿𐌷𐍄𐌴𐌹𐌲𐍉#Gothic,uhtēigō,uhteɪɣo,"seasonably, opportunely",r,uhteɪɣo
𐌿𐌷𐍄𐍅𐍉,https://en.wiktionary.org/wiki/𐌿𐌷𐍄𐍅𐍉#Gothic,uhtwō,uhtwo,"dawn, daybreak",n,uhtwo
-𐌿𐌺𐍃,https://en.wiktionary.org/wiki/Reconstruction:Gothic/-𐌿𐌺𐍃#Gothic,-uks,uks,,r,uks
𐌿𐌻𐌱𐌰𐌽𐌳𐌿𐍃,https://en.wiktionary.org/wiki/𐌿𐌻𐌱𐌰𐌽𐌳𐌿𐍃#Gothic,ulbandus,ulbandus,camel,n,ulbandus
-𐌿𐌻𐍃,https://en.wiktionary.org/wiki/-𐌿𐌻𐍃#Gothic,-uls,uls,,r,uls
-𐌿𐌼𐌰,https://en.wiktionary.org/wiki/-𐌿𐌼𐌰#Gothic,-uma,uma,,r,uma
𐌿𐌽-,https://en.wiktionary.org/wiki/𐌿𐌽-#Gothic,un-,un,,r,un
𐌿𐌽𐌰𐌲𐌰𐌽𐌳𐍃,https://en.wiktionary.org/wiki/𐌿𐌽𐌰𐌲𐌰𐌽𐌳𐍃#Gothic,unagands,unaɣands,fearless,a,unaɣands
𐌿𐌽𐌰𐌹𐍂𐌺𐌽𐍃,https://en.wiktionary.org/wiki/𐌿𐌽𐌰𐌹𐍂𐌺𐌽𐍃#Gothic,unairkns,unɛrkn̥s,unholy,a,unɛrkn̥s
𐌿𐌽𐌰𐌽𐌰𐍃𐌹𐌿𐌽𐌹𐌱𐌰,https://en.wiktionary.org/wiki/𐌿𐌽𐌰𐌽𐌰𐍃𐌹𐌿𐌽𐌹𐌱𐌰#Gothic,unanasiuniba,unanasɪunɪβa,invisibly,r,unanasɪunɪβa
𐌿𐌽𐌱𐌴𐌹𐍃𐍄𐌴𐌹,https://en.wiktionary.org/wiki/𐌿𐌽𐌱𐌴𐌹𐍃𐍄𐌴𐌹#Gothic,unbēistēi,unbeɪsteɪ,"unleavened_bread, unleavened_state",n,unbeɪsteɪ
𐌿𐌽𐌱𐌹𐌰𐍂𐌹,https://en.wiktionary.org/wiki/𐌿𐌽𐌱𐌹𐌰𐍂𐌹#Gothic,unbiari,unbɪarɪ,beast,n,unbɪarɪ
𐌿𐌽𐌲𐌰𐌷𐌰𐌱𐌰𐌽,https://en.wiktionary.org/wiki/𐌿𐌽𐌲𐌰𐌷𐌰𐌱𐌰𐌽#Gothic,ungahaban,unɡahaβan,be_incontinent_or_unrestrained,v,unɡahaβ
𐌿𐌽𐌲𐌰𐌻𐌰𐌿𐌱𐌴𐌹𐌽𐍃,https://en.wiktionary.org/wiki/𐌿𐌽𐌲𐌰𐌻𐌰𐌿𐌱𐌴𐌹𐌽𐍃#Gothic,ungalaubēins,unɡalɔβeɪns,"disbelief, faithlessness",n,unɡalɔβeɪns
𐌿𐌽𐌲𐌰𐌻𐌰𐌿𐌱𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌿𐌽𐌲𐌰𐌻𐌰𐌿𐌱𐌾𐌰𐌽#Gothic,ungalaubjan,unɡalɔβjan,distrust,v,unɡalɔβj
𐌿𐌽𐌲𐌰𐍃𐌰𐌹𐍈𐌰𐌽𐍃,https://en.wiktionary.org/wiki/𐌿𐌽𐌲𐌰𐍃𐌰𐌹𐍈𐌰𐌽𐍃#Gothic,ungasaiƕans,unɡasɛhʷans,"unseen, invisible",a,unɡasɛhʷans
𐌿𐌽𐌲𐌰𐍄𐌰𐍃𐍃,https://en.wiktionary.org/wiki/𐌿𐌽𐌲𐌰𐍄𐌰𐍃𐍃#Gothic,ungatass,unɡatass,unrestrained,a,unɡatass
𐌿𐌽𐌲𐌰𐍄𐌰𐍃𐍃𐌰𐌱𐌰,https://en.wiktionary.org/wiki/𐌿𐌽𐌲𐌰𐍄𐌰𐍃𐍃𐌰𐌱𐌰#Gothic,ungatassaba,unɡatassaβa,"untidily, unrulily, disorderly",r,unɡatassaβa
𐌿𐌽𐌲𐌰𐍅𐌰𐌲𐌹𐌸𐍃,https://en.wiktionary.org/wiki/𐌿𐌽𐌲𐌰𐍅𐌰𐌲𐌹𐌸𐍃#Gothic,ungawagiþs,unɡawaɣɪθs,"unmoved, unshaken, immobile",a,unɡawaɣɪθs
𐌿𐌽𐌲𐌰𐍈𐌰𐌹𐍂𐌱𐍃,https://en.wiktionary.org/wiki/𐌿𐌽𐌲𐌰𐍈𐌰𐌹𐍂𐌱𐍃#Gothic,ungaƕairbs,unɡahʷɛrbs,"disobedient, unruly",a,unɡahʷɛrbs
𐌿𐌽𐌳,https://en.wiktionary.org/wiki/𐌿𐌽𐌳#Gothic,und,und,"unto, until, up_to",r,und
𐌿𐌽𐌳𐌰𐌿𐍂𐌽𐌹𐌼𐌰𐍄𐍃,https://en.wiktionary.org/wiki/𐌿𐌽𐌳𐌰𐌿𐍂𐌽𐌹𐌼𐌰𐍄𐍃#Gothic,undaurnimats,undɔrnɪmats,", midday_meal, noonmeat, lunch",n,undɔrnɪmats
𐌿𐌽𐌳𐌰𐍂,https://en.wiktionary.org/wiki/𐌿𐌽𐌳𐌰𐍂#Gothic,undar,undar,"under, beneath",r,undar
𐌿𐌽𐌳𐌰𐍂𐌻𐌴𐌹𐌾𐌰,https://en.wiktionary.org/wiki/𐌿𐌽𐌳𐌰𐍂𐌻𐌴𐌹𐌾𐌰#Gothic,undarlēija,undarleɪja,", lowest_or_basest_man",n,undarleɪja
𐌿𐌽𐌳𐌰𐍂𐍉,https://en.wiktionary.org/wiki/𐌿𐌽𐌳𐌰𐍂𐍉#Gothic,undarō,undaro,under,r,undaro
𐌿𐌽𐌳𐌲𐍂𐌴𐌹𐍀𐌰𐌽,https://en.wiktionary.org/wiki/𐌿𐌽𐌳𐌲𐍂𐌴𐌹𐍀𐌰𐌽#Gothic,undgrēipan,undɡreɪpan,"seize, grasp, lay_hold_of",v,undɡreɪp
𐌿𐌽𐌳𐌹𐍅𐌰𐌽𐌴𐌹,https://en.wiktionary.org/wiki/𐌿𐌽𐌳𐌹𐍅𐌰𐌽𐌴𐌹#Gothic,undiwanēi,undɪwaneɪ,immortality,n,undɪwaneɪ
𐌿𐌽𐌳𐍂𐌴𐌳𐌰𐌽,https://en.wiktionary.org/wiki/𐌿𐌽𐌳𐍂𐌴𐌳𐌰𐌽#Gothic,undrēdan,undreðan,"provide, grant",v,undreð
𐌿𐌽𐌵𐌴𐌸𐍃,https://en.wiktionary.org/wiki/𐌿𐌽𐌵𐌴𐌸𐍃#Gothic,unqēþs,unkʷeθs,"unsayable, unspeakable, that_which_cannot_be_said",a,unkʷeθs
𐌿𐌽𐌷𐌰𐌽𐌳𐌿𐍅𐌰𐌿𐍂𐌷𐍄𐍃,https://en.wiktionary.org/wiki/𐌿𐌽𐌷𐌰𐌽𐌳𐌿𐍅𐌰𐌿𐍂𐌷𐍄𐍃#Gothic,unhanduwaurhts,unhanduwɔrhts,not_made_by_hand,a,unhanduwɔrhts
𐌿𐌽𐌷𐌹𐌽𐌳𐌰𐍂𐍅𐌴𐌹𐍃,https://en.wiktionary.org/wiki/𐌿𐌽𐌷𐌹𐌽𐌳𐌰𐍂𐍅𐌴𐌹𐍃#Gothic,unhindarwēis,unhɪndarweɪs,"sincere, unpretending",a,unhɪndarweɪs
𐌿𐌽𐌷𐌿𐌻𐌸𐌰,https://en.wiktionary.org/wiki/𐌿𐌽𐌷𐌿𐌻𐌸𐌰#Gothic,unhulþa,unhulθa,"devil, evil_spirit, monster",n,unhulθa
𐌿𐌽𐌷𐌿𐌻𐌸𐍉,https://en.wiktionary.org/wiki/𐌿𐌽𐌷𐌿𐌻𐌸𐍉#Gothic,unhulþō,unhulθo,"she_devil, evil_spirit",n,unhulθo
𐌿𐌽𐌷𐍂𐌰𐌹𐌽𐌴𐌹,https://en.wiktionary.org/wiki/𐌿𐌽𐌷𐍂𐌰𐌹𐌽𐌴𐌹#Gothic,unhrainēi,unhrɛneɪ,"uncleanness, impurity",n,unhrɛneɪ
𐌿𐌽𐌷𐍂𐌰𐌹𐌽𐌹𐌸𐌰,https://en.wiktionary.org/wiki/𐌿𐌽𐌷𐍂𐌰𐌹𐌽𐌹𐌸𐌰#Gothic,unhrainiþa,unhrɛnɪθa,"impurity, uncleanness",n,unhrɛnɪθa
𐌿𐌽𐌷𐍂𐌰𐌹𐌽𐍃,https://en.wiktionary.org/wiki/𐌿𐌽𐌷𐍂𐌰𐌹𐌽𐍃#Gothic,unhrains,unhrɛns,unclean,a,unhrɛns
𐌿𐌽𐌸𐌰𐌸𐌻𐌹𐌿𐌷𐌰𐌽,https://en.wiktionary.org/wiki/𐌿𐌽𐌸𐌰𐌸𐌻𐌹𐌿𐌷𐌰𐌽#Gothic,unþaþliuhan,unθaθlɪuhan,escape,v,unθaθlɪuh
𐌿𐌽𐌸𐌹𐌿𐌳𐌰,https://en.wiktionary.org/wiki/𐌿𐌽𐌸𐌹𐌿𐌳𐌰#Gothic,unþiuda,unθɪuða,"non_people, non_nation",n,unθɪuða
𐌿𐌽𐌸𐌹𐌿𐌸,https://en.wiktionary.org/wiki/𐌿𐌽𐌸𐌹𐌿𐌸#Gothic,unþiuþ,unθɪuθ,evil,n,unθɪuθ
𐌿𐌽𐌸𐌹𐌿𐌸𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌿𐌽𐌸𐌹𐌿𐌸𐌾𐌰𐌽#Gothic,unþiuþjan,unθɪuθjan,curse,v,unθɪuθj
𐌿𐌽𐌺𐌰𐌿𐍂𐌴𐌹𐌽𐍃,https://en.wiktionary.org/wiki/𐌿𐌽𐌺𐌰𐌿𐍂𐌴𐌹𐌽𐍃#Gothic,unkaurēins,unkɔreɪns,unburdensomeness,n,unkɔreɪns
𐌿𐌽𐌺𐌾𐌰,https://en.wiktionary.org/wiki/𐌿𐌽𐌺𐌾𐌰#Gothic,unkja,unkja,an_uncia,n,unkja
𐌿𐌽𐌻𐌴𐌳𐌹,https://en.wiktionary.org/wiki/𐌿𐌽𐌻𐌴𐌳𐌹#Gothic,unlēdi,unleðɪ,poverty,n,unleðɪ
𐌿𐌽𐌻𐌴𐌳𐍃,https://en.wiktionary.org/wiki/𐌿𐌽𐌻𐌴𐌳𐍃#Gothic,unlēds,unleðs,Alternative_form_of_𐌿𐌽𐌻𐌴𐌸𐍃,a,unleðs
𐌿𐌽𐌻𐌴𐌸𐍃,https://en.wiktionary.org/wiki/𐌿𐌽𐌻𐌴𐌸𐍃#Gothic,unlēþs,unleθs,poor,a,unleθs
𐌿𐌽𐌻𐌿𐍃𐍄𐌿𐍃,https://en.wiktionary.org/wiki/𐌿𐌽𐌻𐌿𐍃𐍄𐌿𐍃#Gothic,unlustus,unlustus,"apathy, listlessness",n,unlustus
𐌿𐌽𐌼𐌰𐌷𐍄𐌴𐌹𐌲𐍃,https://en.wiktionary.org/wiki/𐌿𐌽𐌼𐌰𐌷𐍄𐌴𐌹𐌲𐍃#Gothic,unmahtēigs,unmahteɪɣs,weak,a,unmahteɪɣs
𐌿𐌽𐌽𐌿𐍄𐍃,https://en.wiktionary.org/wiki/𐌿𐌽𐌽𐌿𐍄𐍃#Gothic,unnuts,unnuts,"useless, foolish",a,unnuts
𐌿𐌽𐌿𐌷𐍄𐌴𐌹𐌲𐍉,https://en.wiktionary.org/wiki/𐌿𐌽𐌿𐌷𐍄𐌴𐌹𐌲𐍉#Gothic,unuhtēigō,unuhteɪɣo,"unseasonably, inopportunely, untimely",r,unuhteɪɣo
𐌿𐌽𐌿𐍃𐌻𐌰𐌹𐍃𐌹𐌸𐍃,https://en.wiktionary.org/wiki/𐌿𐌽𐌿𐍃𐌻𐌰𐌹𐍃𐌹𐌸𐍃#Gothic,unuslaisiþs,unuslɛsɪθs,uneducated,a,unuslɛsɪθs
𐌿𐌽𐌿𐍃𐍃𐍀𐌹𐌻𐌻𐍉𐌸𐍃,https://en.wiktionary.org/wiki/𐌿𐌽𐌿𐍃𐍃𐍀𐌹𐌻𐌻𐍉𐌸𐍃#Gothic,unusspillōþs,unusspɪlloθs,"unfathomable, indescribable",a,unusspɪlloθs
𐌿𐌽𐍂𐌹𐌿𐍂𐌴𐌹,https://en.wiktionary.org/wiki/𐌿𐌽𐍂𐌹𐌿𐍂𐌴𐌹#Gothic,unriurēi,unrɪureɪ,"incorruption, imperishableness",n,unrɪureɪ
