got_lemma,Wortart,Deutsche Bedeutung,Englische Bedeutung,got_links,got_occurences,got_certainty,got_reconstructedness,got_ipa,got_en,got_pos
ita,Num.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=137,['2'],certain,,ɪta,,r
itan,V.,essen,eat,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=137,['4'],certain,,ɪtan,eat,v
iþ,Konj.,"aber, und, wenn, nun, also, denn","but, however, in any case, even so, so, if, in the case that",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=137,"['1', '629']",certain,,ɪθ,"but, however, in_any_case, even_so, so, if, in_the_case_that",r
iþ,Abkürzung,19,19,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=138,"['2', '1']",certain,,ɪθ,19,r
Iudaialand,"N., ON",Judäa,Judea,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=138,['1'],certain,,ɪuðaɪaland,Judea,nvar
Iudaius,M.,Jude,Jew,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=138,['71'],certain,,ɪuðaɪus,Jew,n
iudaiwiskō,Adv.,auf jüdische Weise,in a jewish manner,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=138,['1'],certain,,ɪuðaɪwɪsko,in_a_jewish_manner,r
iudaiwiskōn,V.,jüdisch leben,live like a Jew,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=138,['1'],certain,,ɪuðaɪwɪskon,live_like_a_Jew,v
iudaiwisks,Adj.,jüdisch,jewish,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=138,[],uncertain,word,ɪuðaɪwɪsks,jewish,a
iumjō,F.,"Haufen, Menge","crowd (N.), throng (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=138,['1'],certain,form,ɪumjo,"crowd, throng",n
iup,Adv.,"aufwärts, hinauf","up, upwards",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=138,['3'],certain,,ɪup,"up, upwards",r
iupa,Adv.,"oben, hinauf","on high, above, aloft, high up",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=138,['5'],certain,,ɪupa,"on_high, above, aloft, high_up",r
iupana,Adv.,"von oben, von Anfang an, von vorne","from above, from before, again from the start, anew",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=138,['1'],certain,,ɪupana,"from_above, from_before, again_from_the_start, anew",r
iupaþrō,Adv.,von oben,from above,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=138,['8'],certain,,ɪupaθro,from_above,r
ius,Adv.,besser,better (Adj.),https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=138,[],uncertain,word,ɪus,better,r
iusila,F.,"Erholung, Besserung","improvement, amelioration, betterment, ease (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=138,['2'],certain,,ɪusɪla,"improvement, amelioration, betterment, ease",n
iusilōn,V.,"bessern, erleichtern","improve, better (V.), ameliorate",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=138,[],uncertain,word,ɪusɪlon,"improve, better, ameliorate",v
iusiza,Adj.,"besser, vorzüglicher","better (Adj.), superior",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=138,['1'],certain,,ɪusɪza,"better, superior",a
iuþa,M.,Nachkomme,descendant,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=138,[],certain,word,ɪuθa,descendant,n
iz,Abkürzung,17,17,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=138,['2'],certain,,ɪz,17,r
izei,Pron.,"der, welcher","who, he who, that, that which",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=138,['73'],certain,,ɪzi,"who, he_who, that, that_which",r
izuh,"Pron., Partikel",,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=138,[],uncertain,,ɪzuh,,rr
izwar,Pron.,euer,your,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=138,['191190'],certain,,ɪzwar,your,r
j,Buchstabe,"j, Abkürzung für 60","j, abbreviation for 60",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=139,['7'],certain,,j,"j, abbreviation_for_60",r
ja,Partikel,ja,yes,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=139,['8'],certain,,ja,yes,r
jabai,Konj.,"ob, wenn, wenn nur","whether, if",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=139,['289287'],certain,,jaβaɪ,"whether, if",r
jah,Konj.,"und, und zwar, auch, aber, denn","indeed, even (Konj.), also, but, and",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=139,['3937'],certain,,jah,"indeed, even, also, but, and",r
jai,"Partikel, Adv.","ja, wahrlich, für wahr","yes, indeed, absolutely yes, certainly, surely",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=139,['12'],certain,,jaɪ,"yes, indeed, absolutely_yes, certainly, surely",rr
jaina,"Adj., Pron.",,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=139,[],uncertain,word,jaɪna,,ar
jainar,Adv.,"an jenem Ort, dort","in yon place, in that place, there",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=139,['34'],certain,,jaɪnar,"in_yon_place, in_that_place, there",r
jaind,Adv.,dorthin,"to yon place, to that place, thither",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=139,['1'],certain,,jaɪnd,"to_yon_place, to_that_place, thither",r
jaindrē,Adv.,dorthin,"to yon place, into that place, thither",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=139,['1'],certain,,jaɪndre,"to_yon_place, into_that_place, thither",r
jaindwaírþs,Adj.,dorthin gewandt,"„thitherward“, turned toward that place",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=139,['1'],certain,,jaɪndwɛrθs,"thitherward, turned_toward_that_place",a
jains,"Adj., Pron.",jener,"that, yon, those",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=139,['106'],certain,form,jaɪns,"that, yon, those",ar
jainþrō,Adv.,"dorther, von dort","thence, from yon place, from that place",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=139,['13'],certain,,jaɪnθro,"thence, from_yon_place, from_that_place",r
jaþþē,Konj.,"und wenn, sei es dass, gleichviel ob, entweder ... oder (= jaþþe ... jaþþe)","if, and if, whether ... or (= jaþþe ... jaþþe), and if ... or if (= jaþþe ... ja>>>",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=139,['45'],certain,,jaθθe,"if, and_if, whether__or, and_if__or_if_jaþþe__ja",r
jau,Partikel,ob,"it may be so that, is it so that, whether if, regarding whether",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=139,['9'],certain,,jau,"it_may_be_so_that, is_it_so_that, whether_if, regarding_whether",r
jēr,N.,"Jahr, Zeit, j-Rune","year, name of j-rune",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=139,['2524'],certain,form,jer,"year, name_of_jrune",n
Jesus,"M., PN",Jesus,Jesus,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=139,[],certain,,jesus,Jesus,nvar
jiuka,F.,"Zornausbruch, Streit","fight (N.), battle (N.), anger (N.), quarrel (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=139,['2'],certain,form,jɪuka,"fight, battle, anger, quarrel",n
jiukan,V.,"kämpfen, ringen, obsiegen","fight (V.), battle (V.), conquer, be a boxer",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=139,['2'],certain,form,jɪukan,"fight, battle, conquer, be_a_boxer",v
Jiula,N.,Julfest,Yule,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=139,[],uncertain,word,jɪula,Yule,n
jiuleis,M.,"Julmonat, Dezember","Yule-month, December",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=139,['1'],certain,,jɪulis,"Yulemonth, December",n
jōta,M.,"Jota, Pünktchen","iota, jot",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=140,['1'],certain,,jota,"iota, jot",n
jq,Abkürzung,66,66,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=140,['1'],certain,,jkw,66,r
ju,Adv.,"schon, doch, nun, jetzt","just now, up to now, by now, by this time, already",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=140,['37'],certain,,ju,"just_now, up_to_now, by_now, by_this_time, already",r
Jūdaius,M.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=140,[],certain,,juðaɪus,,n
jūdaiwisks,Adj.,jüdisch,jewish,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=140,['2'],certain,form,juðaɪwɪsks,jewish,a
juggalauþs,M.,Jüngling,"youth, young man",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=140,['4'],certain,,juŋɡalauθs,"youth, young_man",n
juggs,Adj.,"jung, jugendlich","young, youthful",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=140,['13'],certain,form,juŋɡs,"young, youthful",a
jūhiza,"Adj., Adj.",,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=140,[],certain,,juhɪza,,aa
juk,N.,"Gespann, Joch, Paar","yoke (N.), yoked pair, couple (N.), couplet, pair (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=140,['1'],certain,form,juk,"yoke, yoked_pair, couple, couplet, pair",n
juka,M.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=140,[],uncertain,word,juka,,n
jukō,F.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=140,[],uncertain,word,juko,,n
jukuzi,F.,Joch,yoke (N.),https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=140,['2'],certain,form,jukuzɪ,yoke,n
junda,F.,Jugend,youth,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=140,['3'],certain,form,junda,youth,n
junds,M.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=140,[],certain,,junds,,n
jūs,Pron.,ihr (2. Pers. Pl.),you (2nd pers. pl.),https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=140,['896892'],certain,,jus,you,r
jut,Pron.,ihr beide,"you two, ye two, the both of you",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=140,['8'],certain,form,jut,"you_two, ye_two, the_both_of_you",r
juþan,Adv.,schon,"already, by now, by that time, by then",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=140,['15'],certain,,juθan,"already, by_now, by_that_time, by_then",r
juuþan,Adv.,schon,"already, by now, by that time, by then",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=140,[],certain,word,juuθan,"already, by_now, by_that_time, by_then",r
juuþan,Adv.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=140,[],uncertain,word,juuθan,,r
jūzei,Pron.,"ihr welche, die ihr","you who, ye who",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=140,['7'],certain,,juzi,"you_who, ye_who",r
k,Buchstabe,"k, Abkürzung für 20","k, abbreviation for 20",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=140,['4'],certain,,k,"k, abbreviation_for_20",r
ka,"Partikel, V.",,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=141,[],certain,word,ka,,rv
ka,Abkürzung,21,21,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=141,['1'],certain,,ka,21,r
kaìtàloipá,"Konj., Art., Sb.",und so weiter,"and the remains, and the rest, et cetera",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=141,['1'],certain,,kaɪtaloɪpa,"and_the_remains, and_the_rest, et_cetera",rrn
kaisar,M.,Kaiser,emperor,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=141,['12'],certain,form,kaɪsar,emperor,n
kaisaragild,N.,"„Kaisergeld“, Zensus, Steuer (F.), Kaisersteuer","Caesar-tribute, payment to the Caesar, tax (N.), census",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=141,['1'],certain,form,kaɪsaraɣɪld,"Caesartribute, payment_to_the_Caesar, tax, census",n
kalb,N.,Kalb,calf,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=141,[],uncertain,word,kalb,calf,n
kalbō,F.,"junge Kuh, weibliches Kalb, Kalbe","heifer, young cow which has not yet calved, calf",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=141,['1'],certain,form,kalbo,"heifer, young_cow_which_has_not_yet_calved, calf",n
kaldiggs,Sb.,"Quelle, Brunnen","source, spring (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=141,[],uncertain,word,kaldɪŋɡs,"source, spring",n
kalds,Adj.,kalt,cold (Adj.),https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=141,['2'],certain,form,kalds,cold,a
kalkinassus,M.,"Hurerei, Unzucht","illicit sexual intercourse, fornication, adultery",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=141,['4'],certain,,kalkɪnassus,"illicit_sexual_intercourse, fornication, adultery",n
kalkinōn,V.,"Unzucht treiben, huren","fornicate, whore (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=141,[],uncertain,word,kalkɪnon,"fornicate, whore",v
kalkjō,F.,Hure,"whore (F.), prostitute (F.), harlot",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=141,['1'],certain,form,kalkjo,"whore, prostitute, harlot",n
kann,V.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=141,[],certain,,kann,,v
kanna,F.,"Geschlecht?, Nachkommenschaft?","race (N.), generation",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=141,[],uncertain,word,kanna,"race, generation",n
kannjan,V.,"kund tun, bekanntmachen, empfehlen, verkünden","make known, apprise of, inform of",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=141,['9'],certain,,kannjan,"make_known, apprise_of, inform_of",v
kapillōn,V.,"das Haar abschneiden, scheren",cut the hair,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=141,['1'],certain,,kapɪllon,cut_the_hair,v
kappōn,V.,"hauen, schneiden","shell (V.), pod (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=141,[],uncertain,word,kappon,"shell, pod",v
kara,F.,Sorge,"care (N.), worry (N.), concern (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=141,['5'],certain,,kara,"care, worry, concern",n
karja,Adj.,besorgt,anxious,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=141,[],uncertain,word,karja,anxious,a
karkara,F.,"Kerker, Gefängnis","prison, jail",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=141,['11'],certain,form,karkara,"prison, jail",n
karōn,V.,sich kümmern,"care about, worry about, be concerned about",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=142,['1'],certain,form,karon,"care_about, worry_about, be_concerned_about",v
karpa,M.,Karpfen,carp,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=142,[],uncertain,word,karpa,carp,n
kart,Sb.,Wagen,"carriage, cart",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=142,[],certain,word,kart,"carriage, cart",n
kas,N.,Gefäß,"jar, vase, vessel",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=142,['13'],certain,,kas,"jar, vase, vessel",n
kasja,M.,Töpfer,"potter, one who makes earthenware utensils",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=142,['3'],certain,,kasja,"potter, one_who_makes_earthenware_utensils",n
katils,M.,Kessel,"kettle, copper pot",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=142,['1'],certain,form,katɪls,"kettle, copper_pot",n
katilus,M.,Kessel,"kettle, copper pot",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=142,[],certain,,katɪlus,"kettle, copper_pot",n
kauns,Sb.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=142,[],uncertain,word,kauns,,n
kaup,Sb.,"Handel, Kauf","trade (N.), bargain (N.), buy (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=142,[],certain,word,kaup,"trade, bargain, buy",n
kaupa,Sb.,"Handel, Kauf","trade (N.), bargain (N.), buy (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=142,[],uncertain,word,kaupa,"trade, bargain, buy",n
kaupa,Sb.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=142,[],certain,word,kaupa,,n
kaupatjan,V.,"ohrfeigen, Faustschlag geben","buffet (V.), pommel (V.), cuff (V.), strike with the fist",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=142,['4'],certain,,kaupatjan,"buffet, pommel, cuff, strike_with_the_fist",v
kaupōn,V.,"Geschäfte machen, Handel treiben","transact business, trade (V.), bargain (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=142,['1'],certain,form,kaupon,"transact_business, trade, bargain",v
kaúrban,N.,"Gabe, fromme Stiftung, Opfer","corban, material offering consecrated to God and given to the temple treasury",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=142,['1'],certain,,kɔrban,"corban, material_offering_consecrated_to_God_and_given_to_the_temple_treasury",n
kaúrbaúnas,M.,Tempelschatz,temple treasury,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=142,['1'],certain,form,kɔrbɔnas,temple_treasury,n
kaúrei,F.,"Schwere, Fülle, Last","weight (N.), weightiness, heaviness, load (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=142,['1'],certain,form,kɔri,"weight, weightiness, heaviness, load",n
kaúreins,F.,"Schwere, Beschwerlichkeit",burden (N.),https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=142,[],certain,word,kɔrins,burden,n
kaúriþa,F.,"Last, Schwere","weight (N.), burden (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=142,['1'],certain,form,kɔrɪθa,"weight, burden",n
kaúrjan,V.,"drücken, belästigen, beschweren","weigh down, burden (V.), lie (V.) (2) heavy upon, oppress",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=142,['11'],certain,form,kɔrjan,"weigh_down, burden, lie_heavy_upon, oppress",v
kaúrn,N.,"Korn, Getreide, Weizen","grain, wheat, granular fruit of the cereal grasses",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=142,['4'],certain,form,kɔrn,"grain, wheat, granular_fruit_of_the_cereal_grasses",n
kaúrnō,N.,Korn,"kernel, granule, grain seed",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=142,['3'],certain,,kɔrno,"kernel, granule, grain_seed",n
kaúrus,Adj.,"schwer, lästig","heavy, burdensome, weighty, oppressive",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=142,['1'],certain,form,kɔrus,"heavy, burdensome, weighty, oppressive",a
kausjan,V.,"kosten (V.) (2), kennen lernen, prüfen","sample (V.), experience (V.), taste (V.), try out, test (V.), prove (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=143,['7'],certain,,kausjan,"sample, experience, taste, try_out, test, prove",v
kawtsjō,F.,"Sicherheit, Bürgschaft, Verschreibung","contract for buying on credit, credit contract, security, bond (N.), warrenty",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=143,['4'],certain,form,kawtsjo,"contract_for_buying_on_credit, credit_contract, security, bond, warrenty",n
kb,Abkürzung,22,22,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=143,['1'],certain,,kb,22,r
kd,Abkürzung,24,24,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=143,['2'],certain,,kd,24,r
ke,Abkürzung,25,25,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=143,['2'],certain,,ke,25,r
keinan,V.,keimen,"germinate, sprout (V.), bud (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=143,['1'],certain,form,kinan,"germinate, sprout, bud",v
kēlikn,N.,"Turm, Speisesaal im Obergeschoß, Söller","tower (N.), upper room, loft (N.), upstairs room",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=143,['3'],certain,form,kelɪkn,"tower, upper_room, loft, upstairs_room",n
